Search_method Problem Max_evals Run Score
half_random_half_hill_climber knapPI_11_20_1000_4 300000 18 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 19 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 20 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 21 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 22 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 23 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 24 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 25 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 26 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 27 1400
half_random_half_hill_climber knapPI_11_20_1000_4 300000 28 1440
half_random_half_hill_climber knapPI_11_20_1000_4 300000 29 1400
half_random_half_hill_climber knapPI_13_20_1000_4 300000 0 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 1 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 2 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 3 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 4 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 5 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 6 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 7 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 8 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 9 890
half_random_half_hill_climber knapPI_13_20_1000_4 300000 10 890
half_random_half_hill_climber knapPI_13_20_1000_4 300000 11 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 12 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 13 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 14 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 15 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 16 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 17 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 18 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 19 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 20 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 21 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 22 889
half_random_half_hill_climber knapPI_13_20_1000_4 300000 23 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 24 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 25 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 26 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 27 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 28 907
half_random_half_hill_climber knapPI_13_20_1000_4 300000 29 907
half_random_half_hill_climber knapPI_16_20_1000_4 300000 0 2671
